0it [00:00, ?it/s]0it [00:14, ?it/s]
using 0 images for training, 0 images for validation.
[epoch 10, batch 115] loss: 0.696
[epoch 10, batch 116] loss: 0.695
[epoch 10, batch 117] loss: 0.679
[epoch 10, batch 118] loss: 0.662
[epoch 10, batch 119] loss: 0.700
[epoch 10, batch 120] loss: 0.681
[epoch 10, batch 121] loss: 0.741
[epoch 10, batch 122] loss: 0.663
[epoch 10, batch 123] loss: 0.696
[epoch 10, batch 124] loss: 0.668
[epoch 10, batch 125] loss: 0.708
[epoch 10, batch 126] loss: 0.674
[epoch 10, batch 127] loss: 0.667
[epoch 10, batch 128] loss: 0.673
[epoch 10, batch 129] loss: 0.657
[epoch 10, batch 130] loss: 0.675
[epoch 10, batch 131] loss: 0.650
[epoch 10, batch 132] loss: 0.695
[epoch 10, batch 133] loss: 0.703
[epoch 10, batch 134] loss: 0.652
[epoch 10, batch 135] loss: 0.661
[epoch 10, batch 136] loss: 0.638
[epoch 10, batch 137] loss: 0.716
[epoch 10, batch 138] loss: 0.650
[epoch 10, batch 139] loss: 0.707
[epoch 10, batch 140] loss: 0.688
[epoch 10, batch 141] loss: 0.658
[epoch 10, batch 142] loss: 0.562
[epoch 10, batch 143] loss: 0.707
[epoch 10, batch 144] loss: 0.733
[epoch 10, batch 145] loss: 0.686
[epoch 10, batch 146] loss: 0.684
[epoch 10, batch 147] loss: 0.685
[epoch 10, batch 148] loss: 0.683
[epoch 10, batch 149] loss: 0.667
[epoch 10, batch 150] loss: 0.664
[epoch 10, batch 151] loss: 0.677
[epoch 10, batch 152] loss: 0.681
[epoch 10, batch 153] loss: 0.661
[epoch 10, batch 154] loss: 0.713
[epoch 10, batch 155] loss: 0.662
[epoch 10, batch 156] loss: 0.663
[epoch 10, batch 157] loss: 0.668
[epoch 10, batch 158] loss: 0.740
[epoch 10, batch 159] loss: 0.574
[epoch 10, batch 160] loss: 0.641
[epoch 10, batch 161] loss: 0.695
[epoch 10, batch 162] loss: 0.682
[epoch 10, batch 163] loss: 0.711
[epoch 10, batch 164] loss: 0.695
[epoch 10, batch 165] loss: 0.657
[epoch 10, batch 166] loss: 0.743
[epoch 10, batch 167] loss: 0.707
[epoch 10, batch 168] loss: 0.702
[epoch 10, batch 169] loss: 0.626
[epoch 10, batch 170] loss: 0.752
[epoch 10, batch 171] loss: 0.693
[epoch 10, batch 172] loss: 0.667
[epoch 10, batch 173] loss: 0.642
[epoch 10, batch 174] loss: 0.685
[epoch 10, batch 175] loss: 0.674
[epoch 10, batch 176] loss: 0.707
[epoch 10, batch 177] loss: 0.648
[epoch 10, batch 178] loss: 0.663
[epoch 10, batch 179] loss: 0.626
[epoch 10, batch 180] loss: 0.713
[epoch 10, batch 181] loss: 0.657
[epoch 10, batch 182] loss: 0.653
[epoch 10, batch 183] loss: 0.706
[epoch 10, batch 184] loss: 0.603
[epoch 10, batch 185] loss: 0.676
[epoch 10, batch 186] loss: 0.722
[epoch 10, batch 187] loss: 0.696
[epoch 10, batch 188] loss: 0.688
[epoch 10, batch 189] loss: 0.656
[epoch 10, batch 190] loss: 0.687
[epoch 10, batch 191] loss: 0.683
[epoch 10, batch 192] loss: 0.663
[epoch 10, batch 193] loss: 0.684
[epoch 10, batch 194] loss: 0.674
[epoch 10, batch 195] loss: 0.707
[epoch 10, batch 196] loss: 0.661
[epoch 10, batch 197] loss: 0.698
[epoch 10, batch 198] loss: 0.688
[epoch 10, batch 199] loss: 0.699
[epoch 10, batch 200] loss: 0.669
[epoch 10, batch 201] loss: 0.733
[epoch 10, batch 202] loss: 0.694
[epoch 10, batch 203] loss: 0.651
[epoch 10, batch 204] loss: 0.685
[epoch 10, batch 205] loss: 0.699
[epoch 10, batch 206] loss: 0.659
  0%|     | 0/30 [00:00<?, ?it/s]valid epoch[10/200] loss:0.696 acvalid epoch[10/200] loss:0.675 acvalid epoch[10/200] loss:0.657 acvalid epoch[10/200] loss:0.697 acvalid epoch[10/200] loss:0.659 acvalid epoch[10/200] loss:0.658 acvalid epoch[10/200] loss:0.673 ac
[epoch 10] train_loss: 0.680  val_accuracy: 0.536
[epoch 11, batch 1] loss: 0.691
[epoch 11, batch 2] loss: 0.659
[epoch 11, batch 3] loss: 0.682
[epoch 11, batch 4] loss: 0.652
[epoch 11, batch 5] loss: 0.680
[epoch 11, batch 6] loss: 0.742
[epoch 11, batch 7] loss: 0.669
[epoch 11, batch 8] loss: 0.686
[epoch 11, batch 9] loss: 0.670
[epoch 11, batch 10] loss: 0.716
[epoch 11, batch 11] loss: 0.629
[epoch 11, batch 12] loss: 0.665
[epoch 11, batch 13] loss: 0.718
[epoch 11, batch 14] loss: 0.668
[epoch 11, batch 15] loss: 0.687
[epoch 11, batch 16] loss: 0.649
[epoch 11, batch 17] loss: 0.720
[epoch 11, batch 18] loss: 0.691
[epoch 11, batch 19] loss: 0.707
[epoch 11, batch 20] loss: 0.649
[epoch 11, batch 21] loss: 0.683
[epoch 11, batch 22] loss: 0.697
[epoch 11, batch 23] loss: 0.645
[epoch 11, batch 24] loss: 0.703
[epoch 11, batch 25] loss: 0.667
[epoch 11, batch 26] loss: 0.703
[epoch 11, batch 27] loss: 0.679
[epoch 11, batch 28] loss: 0.683
[epoch 11, batch 29] loss: 0.688
[epoch 11, batch 30] loss: 0.712
[epoch 11, batch 31] loss: 0.659
[epoch 11, batch 32] loss: 0.685
[epoch 11, batch 33] loss: 0.697
[epoch 11, batch 34] loss: 0.673
[epoch 11, batch 35] loss: 0.642
[epoch 11, batch 36] loss: 0.631
[epoch 11, batch 37] loss: 0.700
[epoch 11, batch 38] loss: 0.674
[epoch 11, batch 39] loss: 0.659
[epoch 11, batch 40] loss: 0.630
[epoch 11, batch 41] loss: 0.702
[epoch 11, batch 42] loss: 0.718
[epoch 11, batch 43] loss: 0.660
[epoch 11, batch 44] loss: 0.677
[epoch 11, batch 45] loss: 0.648
[epoch 11, batch 46] loss: 0.686
[epoch 11, batch 47] loss: 0.603
[epoch 11, batch 48] loss: 0.538
[epoch 11, batch 49] loss: 0.740
[epoch 11, batch 50] loss: 0.613
[epoch 11, batch 51] loss: 0.709
[epoch 11, batch 52] loss: 0.670
[epoch 11, batch 53] loss: 0.677
[epoch 11, batch 54] loss: 0.691
[epoch 11, batch 55] loss: 0.652
[epoch 11, batch 56] loss: 0.690
[epoch 11, batch 57] loss: 0.705
[epoch 11, batch 58] loss: 0.675
[epoch 11, batch 59] loss: 0.649
[epoch 11, batch 60] loss: 0.609
[epoch 11, batch 61] loss: 0.687
[epoch 11, batch 62] loss: 0.672
[epoch 11, batch 63] loss: 0.641
[epoch 11, batch 64] loss: 0.640
[epoch 11, batch 65] loss: 0.690
[epoch 11, batch 66] loss: 0.697
[epoch 11, batch 67] loss: 0.643
[epoch 11, batch 68] loss: 0.742
[epoch 11, batch 69] loss: 0.662
[epoch 11, batch 70] loss: 0.716
[epoch 11, batch 71] loss: 0.643
[epoch 11, batch 72] loss: 0.678
[epoch 11, batch 73] loss: 0.680
[epoch 11, batch 74] loss: 0.734
[epoch 11, batch 75] loss: 0.680
[epoch 11, batch 76] loss: 0.724
[epoch 11, batch 77] loss: 0.694
[epoch 11, batch 78] loss: 0.655
[epoch 11, batch 79] loss: 0.701
[epoch 11, batch 80] loss: 0.668
[epoch 11, batch 81] loss: 0.686
[epoch 11, batch 82] loss: 0.634
[epoch 11, batch 83] loss: 0.706
[epoch 11, batch 84] loss: 0.691
[epoch 11, batch 85] loss: 0.646
[epoch 11, batch 86] loss: 0.661
[epoch 11, batch 87] loss: 0.694
[epoch 11, batch 88] loss: 0.661
[epoch 11, batch 89] loss: 0.719
[epoch 11, batch 90] loss: 0.646
[epoch 11, batch 91] loss: 0.657
[epoch 11, batch 92] loss: 0.667
[epoch 11, batch 93] loss: 0.689
[epoch 11, batch 94] loss: 0.698
[epoch 11, batch 95] loss: 0.679
[epoch 11, batch 96] loss: 0.766
[epoch 11, batch 97] loss: 0.778
[epoch 11, batch 98] loss: 0.684
[epoch 11, batch 99] loss: 0.697
[epoch 11, batch 100] loss: 0.697
[epoch 11, batch 101] loss: 0.691
[epoch 11, batch 102] loss: 0.684
[epoch 11, batch 103] loss: 0.701
[epoch 11, batch 104] loss: 0.706
[epoch 11, batch 105] loss: 0.686
[epoch 11, batch 106] loss: 0.728
[epoch 11, batch 107] loss: 0.665
[epoch 11, batch 108] loss: 0.675
[epoch 11, batch 109] loss: 0.663
[epoch 11, batch 110] loss: 0.646
[epoch 11, batch 111] loss: 0.674
[epoch 11, batch 112] loss: 0.688
[epoch 11, batch 113] loss: 0.689
[epoch 11, batch 114] loss: 0.646
[epoch 11, batch 115] loss: 0.696
[epoch 11, batch 116] loss: 0.705
[epoch 11, batch 117] loss: 0.669
[epoch 11, batch 118] loss: 0.653
[epoch 11, batch 119] loss: 0.692
[epoch 11, batch 120] loss: 0.698
[epoch 11, batch 121] loss: 0.746
[epoch 11, batch 122] loss: 0.664
[epoch 11, batch 123] loss: 0.691
[epoch 11, batch 124] loss: 0.675
[epoch 11, batch 125] loss: 0.736
[epoch 11, batch 126] loss: 0.674
[epoch 11, batch 127] loss: 0.668
[epoch 11, batch 128] loss: 0.671
[epoch 11, batch 129] loss: 0.641
[epoch 11, batch 130] loss: 0.680
[epoch 11, batch 131] loss: 0.671
[epoch 11, batch 132] loss: 0.693
[epoch 11, batch 133] loss: 0.682
[epoch 11, batch 134] loss: 0.650
[epoch 11, batch 135] loss: 0.660
[epoch 11, batch 136] loss: 0.646
[epoch 11, batch 137] loss: 0.707
[epoch 11, batch 138] loss: 0.650
[epoch 11, batch 139] loss: 0.701
[epoch 11, batch 140] loss: 0.676
[epoch 11, batch 141] loss: 0.662
[epoch 11, batch 142] loss: 0.619
[epoch 11, batch 143] loss: 0.713
[epoch 11, batch 144] loss: 0.740
[epoch 11, batch 145] loss: 0.687
[epoch 11, batch 146] loss: 0.698
[epoch 11, batch 147] loss: 0.683
[epoch 11, batch 148] loss: 0.695
[epoch 11, batch 149] loss: 0.667
[epoch 11, batch 150] loss: 0.660
[epoch 11, batch 151] loss: 0.677
[epoch 11, batch 152] loss: 0.692
[epoch 11, batch 153] loss: 0.667
[epoch 11, batch 154] loss: 0.696
[epoch 11, batch 155] loss: 0.655
[epoch 11, batch 156] loss: 0.674
[epoch 11, batch 157] loss: 0.677
[epoch 11, batch 158] loss: 0.703
[epoch 11, batch 159] loss: 0.599
[epoch 11, batch 160] loss: 0.656
[epoch 11, batch 161] loss: 0.695
[epoch 11, batch 162] loss: 0.674
[epoch 11, batch 163] loss: 0.706
[epoch 11, batch 164] loss: 0.682
[epoch 11, batch 165] loss: 0.634
[epoch 11, batch 166] loss: 0.730
[epoch 11, batch 167] loss: 0.679
[epoch 11, batch 168] loss: 0.701
[epoch 11, batch 169] loss: 0.622
[epoch 11, batch 170] loss: 0.725
[epoch 11, batch 171] loss: 0.633
[epoch 11, batch 172] loss: 0.683
[epoch 11, batch 173] loss: 0.641
[epoch 11, batch 174] loss: 0.687
[epoch 11, batch 175] loss: 0.681
[epoch 11, batch 176] loss: 0.721
[epoch 11, batch 177] loss: 0.644
[epoch 11, batch 178] loss: 0.652
[epoch 11, batch 179] loss: 0.630
[epoch 11, batch 180] loss: 0.699
[epoch 11, batch 181] loss: 0.658
[epoch 11, batch 182] loss: 0.666
[epoch 11, batch 183] loss: 0.673
[epoch 11, batch 184] loss: 0.606
[epoch 11, batch 185] loss: 0.662
[epoch 11, batch 186] loss: 0.735
[epoch 11, batch 187] loss: 0.707
[epoch 11, batch 188] loss: 0.695
[epoch 11, batch 189] loss: 0.643
[epoch 11, batch 190] loss: 0.682
[epoch 11, batch 191] loss: 0.681
[epoch 11, batch 192] loss: 0.679
[epoch 11, batch 193] loss: 0.685
[epoch 11, batch 194] loss: 0.674
[epoch 11, batch 195] loss: 0.699
[epoch 11, batch 196] loss: 0.662
[epoch 11, batch 197] loss: 0.692
[epoch 11, batch 198] loss: 0.690
[epoch 11, batch 199] loss: 0.702
[epoch 11, batch 200] loss: 0.677
[epoch 11, batch 201] loss: 0.742
[epoch 11, batch 202] loss: 0.692
[epoch 11, batch 203] loss: 0.659
[epoch 11, batch 204] loss: 0.696
[epoch 11, batch 205] loss: 0.696
[epoch 11, batch 206] loss: 0.668
  0%|     | 0/30 [00:00<?, ?it/s]valid epoch[11/200] loss:0.696 acvalid epoch[11/200] loss:0.667 acvalid epoch[11/200] loss:0.661 acvalid epoch[11/200] loss:0.709 acvalid epoch[11/200] loss:0.657 acvalid epoch[11/200] loss:0.655 acvalid epoch[11/200] loss:0.667 ac
[epoch 11] train_loss: 0.679  val_accuracy: 0.535
[epoch 12, batch 1] loss: 0.684
[epoch 12, batch 2] loss: 0.655
[epoch 12, batch 3] loss: 0.684
[epoch 12, batch 4] loss: 0.655
[epoch 12, batch 5] loss: 0.680
[epoch 12, batch 6] loss: 0.735
[epoch 12, batch 7] loss: 0.666
[epoch 12, batch 8] loss: 0.691
[epoch 12, batch 9] loss: 0.678
[epoch 12, batch 10] loss: 0.720
[epoch 12, batch 11] loss: 0.633
[epoch 12, batch 12] loss: 0.665
[epoch 12, batch 13] loss: 0.712
[epoch 12, batch 14] loss: 0.667
[epoch 12, batch 15] loss: 0.684
[epoch 12, batch 16] loss: 0.658
[epoch 12, batch 17] loss: 0.722
[epoch 12, batch 18] loss: 0.689
[epoch 12, batch 19] loss: 0.708
[epoch 12, batch 20] loss: 0.646
[epoch 12, batch 21] loss: 0.687
[epoch 12, batch 22] loss: 0.694
[epoch 12, batch 23] loss: 0.641
[epoch 12, batch 24] loss: 0.701
[epoch 12, batch 25] loss: 0.677
[epoch 12, batch 26] loss: 0.701
[epoch 12, batch 27] loss: 0.673
[epoch 12, batch 28] loss: 0.706
[epoch 12, batch 29] loss: 0.693
[epoch 12, batch 30] loss: 0.712
[epoch 12, batch 31] loss: 0.680
[epoch 12, batch 32] loss: 0.688
[epoch 12, batch 33] loss: 0.711
[epoch 12, batch 34] loss: 0.678
[epoch 12, batch 35] loss: 0.654
[epoch 12, batch 36] loss: 0.654
[epoch 12, batch 37] loss: 0.707
[epoch 12, batch 38] loss: 0.681
[epoch 12, batch 39] loss: 0.677
[epoch 12, batch 40] loss: 0.647
[epoch 12, batch 41] loss: 0.707
[epoch 12, batch 42] loss: 0.723
[epoch 12, batch 43] loss: 0.669
[epoch 12, batch 44] loss: 0.688
[epoch 12, batch 45] loss: 0.656
[epoch 12, batch 46] loss: 0.680
[epoch 12, batch 47] loss: 0.619
[epoch 12, batch 48] loss: 0.595
[epoch 12, batch 49] loss: 0.720
[epoch 12, batch 50] loss: 0.653
[epoch 12, batch 51] loss: 0.703
[epoch 12, batch 52] loss: 0.660
[epoch 12, batch 53] loss: 0.687
[epoch 12, batch 54] loss: 0.694
[epoch 12, batch 55] loss: 0.664
[epoch 12, batch 56] loss: 0.685
[epoch 12, batch 57] loss: 0.706
[epoch 12, batch 58] loss: 0.661
[epoch 12, batch 59] loss: 0.648
[epoch 12, batch 60] loss: 0.606
[epoch 12, batch 61] loss: 0.685
[epoch 12, batch 62] loss: 0.672
[epoch 12, batch 63] loss: 0.655
[epoch 12, batch 64] loss: 0.638
[epoch 12, batch 65] loss: 0.694
[epoch 12, batch 66] loss: 0.669
[epoch 12, batch 67] loss: 0.643
[epoch 12, batch 68] loss: 0.726
[epoch 12, batch 69] loss: 0.650
[epoch 12, batch 70] loss: 0.719
[epoch 12, batch 71] loss: 0.637
[epoch 12, batch 72] loss: 0.690
[epoch 12, batch 73] loss: 0.660
[epoch 12, batch 74] loss: 0.720
[epoch 12, batch 75] loss: 0.677
[epoch 12, batch 76] loss: 0.703
[epoch 12, batch 77] loss: 0.689
[epoch 12, batch 78] loss: 0.665
[epoch 12, batch 79] loss: 0.633
[epoch 12, batch 80] loss: 0.662
[epoch 12, batch 81] loss: 0.690
[epoch 12, batch 82] loss: 0.606
[epoch 12, batch 83] loss: 0.697
[epoch 12, batch 84] loss: 0.699
[epoch 12, batch 85] loss: 0.641
[epoch 12, batch 86] loss: 0.671
[epoch 12, batch 87] loss: 0.690
[epoch 12, batch 88] loss: 0.658
[epoch 12, batch 89] loss: 0.725
[epoch 12, batch 90] loss: 0.635
[epoch 12, batch 91] loss: 0.667
[epoch 12, batch 92] loss: 0.671
[epoch 12, batch 93] loss: 0.759
[epoch 12, batch 94] loss: 0.713
[epoch 12, batch 95] loss: 0.644
[epoch 12, batch 96] loss: 0.714
[epoch 12, batch 97] loss: 0.745
[epoch 12, batch 98] loss: 0.644
[epoch 12, batch 99] loss: 0.696
[epoch 12, batch 100] loss: 0.704
[epoch 12, batch 101] loss: 0.695
[epoch 12, batch 102] loss: 0.684
[epoch 12, batch 103] loss: 0.703
[epoch 12, batch 104] loss: 0.688
[epoch 12, batch 105] loss: 0.697
[epoch 12, batch 106] loss: 0.673
[epoch 12, batch 107] loss: 0.651
[epoch 12, batch 108] loss: 0.674
[epoch 12, batch 109] loss: 0.666
[epoch 12, batch 110] loss: 0.642
[epoch 12, batch 111] loss: 0.671
[epoch 12, batch 112] loss: 0.684
[epoch 12, batch 113] loss: 0.680
[epoch 12, batch 114] loss: 0.643
[epoch 12, batch 115] loss: 0.700
[epoch 12, batch 116] loss: 0.709
[epoch 12, batch 117] loss: 0.670
[epoch 12, batch 118] loss: 0.646
[epoch 12, batch 119] loss: 0.685
[epoch 12, batch 120] loss: 0.702
[epoch 12, batch 121] loss: 0.756
[epoch 12, batch 122] loss: 0.681
[epoch 12, batch 123] loss: 0.684
[epoch 12, batch 124] loss: 0.672
[epoch 12, batch 125] loss: 0.733
[epoch 12, batch 126] loss: 0.675
[epoch 12, batch 127] loss: 0.665
[epoch 12, batch 128] loss: 0.662
[epoch 12, batch 129] loss: 0.646
[epoch 12, batch 130] loss: 0.678
[epoch 12, batch 131] loss: 0.649
[epoch 12, batch 132] loss: 0.695
[epoch 12, batch 133] loss: 0.682
[epoch 12, batch 134] loss: 0.658
[epoch 12, batch 135] loss: 0.654
[epoch 12, batch 136] loss: 0.635
[epoch 12, batch 137] loss: 0.725
[epoch 12, batch 138] loss: 0.654
[epoch 12, batch 139] loss: 0.717
[epoch 12, batch 140] loss: 0.675
[epoch 12, batch 141] loss: 0.662
[epoch 12, batch 142] loss: 0.592
[epoch 12, batch 143] loss: 0.714
[epoch 12, batch 144] loss: 0.737
[epoch 12, batch 145] loss: 0.673
[epoch 12, batch 146] loss: 0.699
[epoch 12, batch 147] loss: 0.685
[epoch 12, batch 148] loss: 0.683
[epoch 12, batch 149] loss: 0.689
[epoch 12, batch 150] loss: 0.704
[epoch 12, batch 151] loss: 0.670
[epoch 12, batch 152] loss: 0.692
[epoch 12, batch 153] loss: 0.666
[epoch 12, batch 154] loss: 0.697
[epoch 12, batch 155] loss: 0.660
[epoch 12, batch 156] loss: 0.665
[epoch 12, batch 157] loss: 0.689
[epoch 12, batch 158] loss: 0.707
[epoch 12, batch 159] loss: 0.635
[epoch 12, batch 160] loss: 0.658
[epoch 12, batch 161] loss: 0.689
[epoch 12, batch 162] loss: 0.677
[epoch 12, batch 163] loss: 0.705
[epoch 12, batch 164] loss: 0.687
[epoch 12, batch 165] loss: 0.642
[epoch 12, batch 166] loss: 0.727
[epoch 12, batch 167] loss: 0.692
[epoch 12, batch 168] loss: 0.710
[epoch 12, batch 169] loss: 0.616
[epoch 12, batch 170] loss: 0.747
[epoch 12, batch 171] loss: 0.625
[epoch 12, batch 172] loss: 0.672
[epoch 12, batch 173] loss: 0.639
[epoch 12, batch 174] loss: 0.678
[epoch 12, batch 175] loss: 0.681
[epoch 12, batch 176] loss: 0.712
[epoch 12, batch 177] loss: 0.647
[epoch 12, batch 178] loss: 0.655
[epoch 12, batch 179] loss: 0.630
[epoch 12, batch 180] loss: 0.708
[epoch 12, batch 181] loss: 0.650
[epoch 12, batch 182] loss: 0.651
[epoch 12, batch 183] loss: 0.691
[epoch 12, batch 184] loss: 0.605
[epoch 12, batch 185] loss: 0.664
[epoch 12, batch 186] loss: 0.737
[epoch 12, batch 187] loss: 0.691
[epoch 12, batch 188] loss: 0.697
[epoch 12, batch 189] loss: 0.656
[epoch 12, batch 190] loss: 0.686
[epoch 12, batch 191] loss: 0.665
[epoch 12, batch 192] loss: 0.685
[epoch 12, batch 193] loss: 0.687
[epoch 12, batch 194] loss: 0.671
[epoch 12, batch 195] loss: 0.694
[epoch 12, batch 196] loss: 0.657
[epoch 12, batch 197] loss: 0.693
[epoch 12, batch 198] loss: 0.691
[epoch 12, batch 199] loss: 0.697
[epoch 12, batch 200] loss: 0.673
[epoch 12, batch 201] loss: 0.732
[epoch 12, batch 202] loss: 0.694
[epoch 12, batch 203] loss: 0.665
[epoch 12, batch 204] loss: 0.692
[epoch 12, batch 205] loss: 0.705
[epoch 12, batch 206] loss: 0.663
  0%|     | 0/30 [00:00<?, ?it/s]valid epoch[12/200] loss:0.687 acvalid epoch[12/200] loss:0.770 acvalid epoch[12/200] loss:0.701 acvalid epoch[12/200] loss:0.692 acvalid epoch[12/200] loss:0.659 acvalid epoch[12/200] loss:0.675 ac
[epoch 12] train_loss: 0.679  val_accuracy: 0.527
[epoch 13, batch 1] loss: 0.686
[epoch 13, batch 2] loss: 0.659
[epoch 13, batch 3] loss: 0.687
[epoch 13, batch 4] loss: 0.645
[epoch 13, batch 5] loss: 0.677
[epoch 13, batch 6] loss: 0.750
[epoch 13, batch 7] loss: 0.672
[epoch 13, batch 8] loss: 0.685
[epoch 13, batch 9] loss: 0.690
[epoch 13, batch 10] loss: 0.715
[epoch 13, batch 11] loss: 0.638
[epoch 13, batch 12] loss: 0.653
[epoch 13, batch 13] loss: 0.686
[epoch 13, batch 14] loss: 0.670
[epoch 13, batch 15] loss: 0.684
[epoch 13, batch 16] loss: 0.673
[epoch 13, batch 17] loss: 0.713
[epoch 13, batch 18] loss: 0.699
[epoch 13, batch 19] loss: 0.713
[epoch 13, batch 20] loss: 0.649
[epoch 13, batch 21] loss: 0.696
[epoch 13, batch 22] loss: 0.699
[epoch 13, batch 23] loss: 0.641
[epoch 13, batch 24] loss: 0.706
[epoch 13, batch 25] loss: 0.672
[epoch 13, batch 26] loss: 0.690
[epoch 13, batch 27] loss: 0.674
[epoch 13, batch 28] loss: 0.689
[epoch 13, batch 29] loss: 0.689
[epoch 13, batch 30] loss: 0.713
[epoch 13, batch 31] loss: 0.660
[epoch 13, batch 32] loss: 0.677
[epoch 13, batch 33] loss: 0.722
[epoch 13, batch 34] loss: 0.679
[epoch 13, batch 35] loss: 0.658
[epoch 13, batch 36] loss: 0.648
[epoch 13, batch 37] loss: 0.721
[epoch 13, batch 38] loss: 0.693
[epoch 13, batch 39] loss: 0.668
[epoch 13, batch 40] loss: 0.656
[epoch 13, batch 41] loss: 0.710
[epoch 13, batch 42] loss: 0.722
[epoch 13, batch 43] loss: 0.661
[epoch 13, batch 44] loss: 0.686
[epoch 13, batch 45] loss: 0.658
[epoch 13, batch 46] loss: 0.677
[epoch 13, batch 47] loss: 0.608
[epoch 13, batch 48] loss: 0.567
[epoch 13, batch 49] loss: 0.726
[epoch 13, batch 50] loss: 0.649
[epoch 13, batch 51] loss: 0.704
[epoch 13, batch 52] loss: 0.658
[epoch 13, batch 53] loss: 0.692
[epoch 13, batch 54] loss: 0.689
[epoch 13, batch 55] loss: 0.670
[epoch 13, batch 56] loss: 0.700
[epoch 13, batch 57] loss: 0.717
[epoch 13, batch 58] loss: 0.664
[epoch 13, batch 59] loss: 0.658
[epoch 13, batch 60] loss: 0.604
[epoch 13, batch 61] loss: 0.680
[epoch 13, batch 62] loss: 0.666
[epoch 13, batch 63] loss: 0.659
[epoch 13, batch 64] loss: 0.646
[epoch 13, batch 65] loss: 0.682
[epoch 13, batch 66] loss: 0.670
[epoch 13, batch 67] loss: 0.652
[epoch 13, batch 68] loss: 0.698
[epoch 13, batch 69] loss: 0.652
[epoch 13, batch 70] loss: 0.703
[epoch 13, batch 71] loss: 0.643
[epoch 13, batch 72] loss: 0.675
[epoch 13, batch 73] loss: 0.665
[epoch 13, batch 74] loss: 0.719
[epoch 13, batch 75] loss: 0.667
[epoch 13, batch 76] loss: 0.706
[epoch 13, batch 77] loss: 0.681
[epoch 13, batch 78] loss: 0.654
[epoch 13, batch 79] loss: 0.632
[epoch 13, batch 80] loss: 0.658
[epoch 13, batch 81] loss: 0.677
[epoch 13, batch 82] loss: 0.604
[epoch 13, batch 83] loss: 0.705
[epoch 13, batch 84] loss: 0.694
[epoch 13, batch 85] loss: 0.629
[epoch 13, batch 86] loss: 0.678
[epoch 13, batch 87] loss: 0.681
[epoch 13, batch 88] loss: 0.661
[epoch 13, batch 89] loss: 0.716
[epoch 13, batch 90] loss: 0.638
[epoch 13, batch 91] loss: 0.648
[epoch 13, batch 92] loss: 0.657
[epoch 13, batch 93] loss: 0.728
[epoch 13, batch 94] loss: 0.729
[epoch 13, batch 95] loss: 0.621
[epoch 13, batch 96] loss: 0.692
[epoch 13, batch 97] loss: 0.741
[epoch 13, batch 98] loss: 0.653
[epoch 13, batch 99] loss: 0.701
[epoch 13, batch 100] loss: 0.668
[epoch 13, batch 101] loss: 0.710
[epoch 13, batch 102] loss: 0.678
[epoch 13, batch 103] loss: 0.713
[epoch 13, batch 104] loss: 0.686
[epoch 13, batch 105] loss: 0.693
[epoch 13, batch 106] loss: 0.665
[epoch 13, batch 107] loss: 0.671
[epoch 13, batch 108] loss: 0.665
[epoch 13, batch 109] loss: 0.673
[epoch 13, batch 110] loss: 0.650
[epoch 13, batch 111] loss: 0.675
[epoch 13, batch 112] loss: 0.666
[epoch 13, batch 113] loss: 0.674
[epoch 13, batch 114] loss: 0.644
[epoch 13, batch 115] loss: 0.709
[epoch 13, batch 116] loss: 0.717
[epoch 13, batch 117] loss: 0.668
[epoch 13, batch 118] loss: 0.636
[epoch 13, batch 119] loss: 0.682
[epoch 13, batch 120] loss: 0.704
[epoch 13, batch 121] loss: 0.750
[epoch 13, batch 122] loss: 0.675
[epoch 13, batch 123] loss: 0.686
[epoch 13, batch 124] loss: 0.670
[epoch 13, batch 125] loss: 0.697
[epoch 13, batch 126] loss: 0.673
[epoch 13, batch 127] loss: 0.658
[epoch 13, batch 128] loss: 0.659
[epoch 13, batch 129] loss: 0.642
[epoch 13, batch 130] loss: 0.676
[epoch 13, batch 131] loss: 0.647
[epoch 13, batch 132] loss: 0.694
[epoch 13, batch 133] loss: 0.684
[epoch 13, batch 134] loss: 0.638
[epoch 13, batch 135] loss: 0.659
[epoch 13, batch 136] loss: 0.607
[epoch 13, batch 137] loss: 0.730
[epoch 13, batch 138] loss: 0.655
[epoch 13, batch 139] loss: 0.706
[epoch 13, batch 140] loss: 0.667
[epoch 13, batch 141] loss: 0.661
[epoch 13, batch 142] loss: 0.565
[epoch 13, batch 143] loss: 0.718
[epoch 13, batch 144] loss: 0.739
[epoch 13, batch 145] loss: 0.670
[epoch 13, batch 146] loss: 0.698
[epoch 13, batch 147] loss: 0.688
[epoch 13, batch 148] loss: 0.688
[epoch 13, batch 149] loss: 0.659
[epoch 13, batch 150] loss: 0.691
[epoch 13, batch 151] loss: 0.679
[epoch 13, batch 152] loss: 0.695
[epoch 13, batch 153] loss: 0.653
[epoch 13, batch 154] loss: 0.694
[epoch 13, batch 155] loss: 0.655
[epoch 13, batch 156] loss: 0.659
[epoch 13, batch 157] loss: 0.689
[epoch 13, batch 158] loss: 0.704
[epoch 13, batch 159] loss: 0.625
[epoch 13, batch 160] loss: 0.658
[epoch 13, batch 161] loss: 0.693
[epoch 13, batch 162] loss: 0.681
[epoch 13, batch 163] loss: 0.702
[epoch 13, batch 164] loss: 0.689
[epoch 13, batch 165] loss: 0.625
[epoch 13, batch 166] loss: 0.720
